,blue_gold,blue_cs,blue_jg,blue_xp,red_gold,red_cs,red_jg,red_xp,blue_wards_placed,blue_wards_destroyed,blue_air_dragons,blue_fire_dragons,blue_earth_dragons,blue_water_dragons,blue_turrets_destroyed,blue_rift_heralds,blue_inhibitors_destroyed,blue_kills,blue_assists,blue_deaths,red_wards_placed,red_wards_destroyed,red_air_dragons,red_fire_dragons,red_earth_dragons,red_water_dragons,red_turrets_destroyed,red_rift_heralds,red_inhibitors_destroyed,red_kills,red_assists,red_deaths,unix_date,winner,match_id
69,26126,291,111,28790,29186,339,112,32264,24,6,0,0,0,0,1,1,0,8,9,19,29,4,1,0,1,0,0,0,0,19,9,8,1628184592272,blue,NA1_4001351244
70,26352,256,100,27592,34073,338,76,30943,21,3,1,0,0,1,0,1,0,13,10,24,23,2,0,0,0,0,1,0,0,24,22,13,1633054053064,blue,NA1_4058044192
71,26263,341,81,29450,22431,263,97,27064,22,11,0,1,0,0,0,0,0,12,13,8,28,6,0,0,0,0,0,0,0,8,7,12,1634089762558,blue,NA1_4069673990
72,26200,296,72,27472,27135,320,80,31080,21,2,0,0,0,0,1,0,0,12,15,17,22,4,1,0,1,0,0,0,0,17,14,12,1632110134771,red,NA1_4047478376
73,29652,332,86,30618,25665,339,84,28570,30,5,0,1,0,1,1,1,0,19,15,11,26,8,0,0,0,0,0,0,0,11,11,19,1636942270904,blue,NA1_4103779254
74,24312,326,64,28885,25775,287,75,29176,23,7,0,0,0,0,0,0,0,7,10,13,28,8,0,1,0,0,0,1,0,13,12,7,1631854153731,red,NA1_4044494599
75,26448,365,91,30034,23693,329,60,29440,25,6,0,0,0,0,0,1,0,10,13,9,20,5,0,1,1,0,0,0,0,9,13,10,1634529972332,blue,NA1_4074448620
76,26503,354,70,28895,30020,352,92,31434,21,2,0,0,0,1,0,0,0,11,8,20,30,7,1,0,0,0,0,1,0,20,20,11,1634703595638,red,NA1_4076076117
77,24068,323,68,27481,27712,337,77,29636,22,6,0,0,0,0,0,1,0,8,4,14,27,9,0,0,1,1,1,0,0,14,19,8,1634520703591,blue,NA1_4074298422
78,29739,293,102,30293,24617,333,62,26681,20,5,0,0,1,0,1,0,0,16,15,10,25,3,1,0,0,0,1,1,0,10,6,16,1630441620888,blue,NA1_4028562942
79,26467,261,71,29026,28881,299,78,28279,26,5,0,0,1,0,0,0,0,17,14,17,27,7,1,0,0,0,2,1,0,17,13,17,1631827427072,blue,NA1_4044063704
80,28876,324,55,28526,28278,325,80,29567,21,8,0,0,1,0,0,1,0,15,18,16,18,6,0,0,0,0,1,0,0,16,16,15,1634005579065,blue,NA1_4068893964
81,30022,322,87,31276,23537,244,95,26664,20,3,0,0,0,1,0,1,0,19,19,10,22,2,0,0,1,0,0,0,0,10,8,19,1632019563769,blue,NA1_4046244234
82,31199,328,99,32714,24404,294,60,28142,23,0,0,0,1,0,2,0,0,21,21,13,20,3,0,0,0,0,0,1,0,13,9,21,1631642433167,blue,NA1_4042224757
83,25529,315,77,28632,28584,293,72,29185,24,8,0,0,0,0,0,0,0,11,11,17,26,6,0,0,1,1,0,1,0,17,22,11,1635029925771,red,NA1_4079787745
84,28164,341,100,32444,26908,319,72,30225,24,6,1,0,0,0,0,0,0,16,10,15,31,4,0,1,0,0,0,0,0,15,17,16,1634615006960,red,NA1_4075199495
85,24701,310,72,27461,25372,270,64,26294,19,1,1,0,0,0,0,0,0,10,8,14,22,4,0,1,0,0,1,1,0,14,14,10,1634074266351,blue,NA1_4069512822
86,28619,382,120,32272,26294,299,84,28670,22,7,0,0,1,1,0,0,0,15,19,8,27,2,0,0,0,0,1,0,0,8,10,15,1634612334616,red,NA1_4075250999
87,27507,279,75,29028,29404,349,93,28294,21,1,0,0,0,0,0,0,0,16,11,15,16,11,1,0,0,1,2,1,0,15,17,16,1627586554596,red,NA1_3993618120
88,23703,278,60,25194,30369,273,83,30110,21,5,0,0,0,0,0,0,0,12,9,21,23,6,0,1,1,0,2,1,0,21,16,12,1634071416979,red,NA1_4069490233
89,29006,304,92,31795,25820,316,72,28306,21,3,1,1,0,0,1,0,0,16,17,12,23,7,0,0,0,0,0,1,0,12,13,16,1633295826259,red,NA1_4060833887
90,28826,282,72,29827,29388,296,72,28212,26,5,0,1,0,0,1,1,0,17,19,17,27,8,0,0,0,1,2,0,0,17,13,17,1631748224851,blue,NA1_4043348149
91,25245,322,88,28834,25168,336,80,29246,24,5,1,1,0,0,1,1,0,7,12,9,26,3,0,0,0,0,1,0,0,9,10,7,1634514417119,red,NA1_4074224521
92,25040,346,77,26955,24744,300,80,28666,25,6,1,0,0,0,0,1,0,9,8,11,27,5,0,0,1,0,0,0,0,11,8,9,1633400997333,red,NA1_4061906347
93,31742,334,88,30233,23549,248,68,24360,23,5,0,0,0,1,3,1,0,20,20,12,21,3,0,0,0,0,0,0,0,12,19,20,1632883605634,blue,NA1_4056201106
94,27033,320,56,29989,24373,294,79,27355,34,12,0,0,0,0,0,0,0,16,13,11,26,9,1,0,0,0,0,0,0,11,14,16,1631745118086,red,NA1_4043313944
