blue_gold,blue_cs,blue_jg,blue_xp,red_gold,red_cs,red_jg,red_xp,blue_wards_placed,blue_wards_destroyed,blue_air_dragons,blue_fire_dragons,blue_earth_dragons,blue_water_dragons,blue_turrets_destroyed,blue_rift_heralds,blue_inhibitors_destroyed,blue_kills,blue_assists,blue_deaths,red_wards_placed,red_wards_destroyed,red_air_dragons,red_fire_dragons,red_earth_dragons,red_water_dragons,red_turrets_destroyed,red_rift_heralds,red_inhibitors_destroyed,red_kills,red_assists,red_deaths,unix_date,winner,match_id
24570,335,82,30118,25860,387,84,28323,29,11,0,0,1,0,0,0,0,11,7,7,30,8,0,1,0,0,1,1,0,7,12,11,1611455189810,blue,NA1_3756897670
24274,366,87,29476,22961,358,72,27522,25,6,0,0,0,0,0,0,0,7,10,6,25,9,0,0,1,0,0,0,0,6,10,7,1612286319846,blue,NA1_3770845787
27171,296,75,28800,26748,301,96,29320,27,8,0,0,0,0,1,0,0,11,11,15,19,9,0,0,0,1,1,1,0,15,11,11,1612219842779,red,NA1_3769632835
23950,307,91,28838,27914,334,75,28401,29,7,1,1,0,0,0,0,0,8,6,15,33,5,0,0,0,0,2,1,0,15,11,8,1612209249812,red,NA1_3769542606
27372,345,72,29729,24273,299,88,28766,26,5,1,1,0,0,0,1,0,15,21,8,21,4,0,0,0,0,0,0,0,8,7,15,1612205602552,blue,NA1_3769485944
28617,319,105,31699,22539,304,72,28159,28,4,0,0,0,0,1,0,0,17,12,7,23,6,0,0,1,0,0,1,0,7,3,17,1611618612950,blue,NA1_3759659444
28367,375,94,32460,28070,349,114,31112,22,3,1,0,1,0,1,1,0,11,7,12,21,1,0,0,0,0,1,0,0,12,12,11,1612225344968,blue,NA1_3769716161
28823,350,83,28751,25893,332,73,28844,25,8,0,0,1,0,1,1,0,12,13,10,26,6,0,1,0,0,1,0,0,10,12,12,1611343623449,red,NA1_3754911347
27857,338,81,31157,29400,349,72,31860,17,1,0,1,0,0,0,0,0,14,12,15,31,1,0,0,0,1,1,1,0,15,17,14,1612055304828,red,NA1_3766941142
23430,323,71,26799,28604,342,102,29765,24,9,1,0,0,0,0,0,0,7,8,14,27,5,0,0,0,0,2,1,0,14,13,7,1612203542889,red,NA1_3769463747
