,blue_gold,blue_cs,blue_jg,blue_xp,red_gold,red_cs,red_jg,red_xp,blue_wards_placed,blue_wards_destroyed,blue_air_dragons,blue_fire_dragons,blue_earth_dragons,blue_water_dragons,blue_turrets_destroyed,blue_rift_heralds,blue_inhibitors_destroyed,blue_kills,blue_assists,blue_deaths,red_wards_placed,red_wards_destroyed,red_air_dragons,red_fire_dragons,red_earth_dragons,red_water_dragons,red_turrets_destroyed,red_rift_heralds,red_inhibitors_destroyed,red_kills,red_assists,red_deaths,unix_date,winner,match_id
405,24502,277,92,27707,27204,336,80,27934,21,6,0,0,0,1,0,0,0,7,8,15,34,5,1,0,0,0,1,1,0,15,22,7,1611435010868,red,NA1_3756577754
406,29235,286,99,28853,23366,216,96,25004,19,4,0,0,0,0,1,1,0,15,19,9,24,4,0,0,0,1,0,0,0,9,11,15,1613360169279,blue,NA1_3788363183
407,28321,348,84,28894,24757,295,67,25937,20,2,0,1,0,1,1,1,0,15,22,9,20,3,0,0,0,0,1,0,0,9,17,15,1609783770995,red,NA1_3730906228
408,20821,357,88,28099,25656,352,88,30034,24,5,0,0,0,0,0,0,0,1,0,7,20,4,1,1,0,0,0,1,0,7,8,1,1611947345943,red,NA1_3765024934
409,25748,315,68,27897,27285,279,71,29505,26,3,0,0,0,0,0,0,0,12,17,15,30,4,0,0,0,1,1,0,0,15,17,12,1609787170540,blue,NA1_3730970629
410,24602,273,82,28728,26550,311,80,28403,28,3,0,0,0,0,0,0,0,10,9,16,27,5,0,1,0,0,0,0,0,16,12,10,1609981743744,blue,NA1_3733729014
411,27283,300,84,29172,24308,303,64,26913,29,3,0,0,0,0,0,0,0,16,17,10,26,5,0,1,0,0,0,0,0,10,13,16,1611538078076,blue,NA1_3758396728
412,27911,357,84,31860,23925,313,100,28772,19,12,0,1,1,0,1,0,0,14,13,6,29,4,0,0,0,0,0,0,0,6,5,14,1613272243805,blue,NA1_3787054498
413,25637,293,66,28173,28503,324,92,31156,27,4,0,0,1,0,0,0,0,12,19,14,18,7,0,0,0,1,3,1,0,14,11,12,1609780405576,red,NA1_3730901929
414,32001,323,116,33666,25109,332,76,27897,22,5,0,0,1,1,2,1,0,17,22,7,23,2,0,0,0,0,1,0,0,7,12,17,1613153725042,blue,NA1_3785017737
415,29861,326,88,30717,28703,308,80,30674,20,6,0,0,1,0,1,1,0,18,11,17,31,4,0,0,0,1,0,0,0,17,18,18,1609556929359,blue,NA1_3727469692
416,23436,318,78,28019,29514,355,104,31997,26,3,0,0,1,0,0,0,0,7,4,15,31,3,0,1,0,0,1,0,0,15,19,7,1610395232145,red,NA1_3740053079
417,28566,293,102,30833,23930,301,68,27239,24,5,0,0,0,1,0,0,0,15,16,8,24,2,0,0,1,0,0,1,0,8,12,15,1613064078243,blue,NA1_3783504084
418,32072,332,77,30681,23279,267,67,26949,23,4,0,0,0,0,3,1,0,18,21,10,27,2,1,0,0,1,0,0,0,10,8,18,1610142196363,blue,NA1_3735961946
419,28016,311,72,29925,27195,285,72,29623,24,5,0,0,0,0,2,1,0,16,9,16,32,5,0,0,1,0,0,0,0,16,18,16,1609523746018,red,NA1_3727033517
420,22835,335,72,27813,27286,375,119,32515,20,4,0,0,0,0,0,0,0,6,4,11,24,5,1,1,0,0,0,0,0,11,12,6,1612312987694,red,NA1_3771233653
421,29314,342,92,31412,24461,324,91,27406,29,4,0,0,1,0,0,1,0,16,17,8,21,3,1,0,0,0,0,0,0,8,10,16,1610131634363,blue,NA1_3735872228
422,28199,340,80,30502,24374,311,100,29808,27,7,1,1,0,0,1,1,0,17,19,9,25,4,0,0,0,0,0,0,0,9,5,17,1612118957355,blue,NA1_3767892178
423,23757,238,82,26850,28089,324,106,28662,15,5,0,0,0,0,1,0,0,10,8,13,25,4,0,1,1,0,1,1,0,13,14,10,1612889544367,red,NA1_3780829814
424,32924,369,60,28638,24851,252,72,24536,24,9,0,1,0,1,2,0,0,22,38,9,28,4,0,0,0,0,1,1,0,9,10,22,1611944461263,blue,NA1_3765011212
425,24564,338,92,28149,23306,322,72,27472,27,9,1,0,0,1,0,0,0,8,10,8,30,6,0,0,0,0,0,0,0,8,7,8,1610409862462,red,NA1_3740228914
426,27103,253,92,28366,25883,290,56,25695,22,5,0,0,0,1,0,1,0,16,13,13,27,5,0,1,0,0,0,0,0,13,15,16,1609979067399,blue,NA1_3733744263
427,31532,347,112,31980,24767,304,80,27986,23,5,1,0,0,0,1,1,0,19,25,10,25,2,0,1,0,0,0,0,0,10,10,19,1609015652145,blue,NA1_3719948462
428,25828,334,92,29052,22911,296,84,28055,32,7,0,0,0,0,0,1,0,12,11,7,33,7,0,0,1,0,0,0,0,7,14,12,1611618000892,blue,NA1_3759627627
429,31492,369,82,31249,24581,293,76,27212,22,3,0,1,1,0,1,0,0,19,28,9,18,5,0,0,0,0,0,0,0,9,8,19,1609965238935,blue,NA1_3733590485
430,26522,373,75,28053,26722,295,88,26964,27,5,0,0,0,0,0,0,0,12,14,13,24,6,1,0,0,1,0,0,0,13,12,12,1609797103348,red,NA1_3731015900
431,26776,295,95,27020,25281,338,84,27237,23,6,1,1,0,0,1,1,0,14,17,8,26,5,0,0,0,0,1,0,0,8,8,14,1613358003218,blue,NA1_3788275355
432,24525,265,71,27752,29489,326,84,34651,20,2,0,0,0,0,0,1,0,10,6,20,29,4,1,1,0,0,1,0,0,20,15,10,1613462925155,red,NA1_3790202490
433,26780,341,66,29561,24619,282,104,28365,24,5,0,0,0,0,0,0,0,14,14,8,23,4,1,0,0,0,1,1,0,8,3,14,1609451605092,blue,NA1_3726212535
434,22951,324,64,27071,28571,334,92,28908,28,4,0,0,0,0,0,0,0,6,6,14,31,8,0,0,1,1,2,1,0,14,17,6,1609564609765,red,NA1_3727761895
435,24547,293,100,27967,27492,358,76,28313,27,4,0,0,0,0,0,0,0,9,7,12,26,9,0,1,1,0,2,1,0,12,15,9,1610221968753,red,NA1_3737230226
436,23056,247,55,25582,28292,335,84,31259,20,3,0,0,0,0,0,0,0,12,19,17,22,3,1,0,1,0,0,1,0,17,14,12,1609400167418,red,NA1_3725507684
437,25019,346,85,29648,24870,338,108,29845,31,6,0,0,1,0,1,0,0,8,8,8,27,8,0,1,0,0,0,1,0,8,8,8,1610152901367,red,NA1_3736105171
438,26166,348,79,30555,20350,265,66,27127,24,4,0,0,0,0,1,1,0,9,7,5,26,4,1,0,1,0,0,0,0,5,1,9,1609721066627,blue,NA1_3729907848
439,25987,302,71,26212,27437,311,103,29042,26,5,1,0,1,0,0,1,0,12,14,14,23,8,0,0,0,0,1,0,0,14,10,12,1610492030061,blue,NA1_3741522219
440,27867,309,76,27528,24381,303,56,27358,26,2,0,0,0,1,1,1,0,12,22,11,24,6,1,0,0,0,0,0,0,11,16,12,1613457794895,blue,NA1_3790092660
441,29948,316,82,31477,23574,355,98,28840,23,2,0,0,0,1,2,1,0,17,15,6,22,6,1,0,0,0,0,0,0,6,4,17,1613185951995,blue,NA1_3785517331
442,28805,296,57,28637,29435,254,90,29864,27,9,0,0,0,1,1,1,0,17,15,20,25,5,0,0,1,0,0,0,0,20,22,17,1610244226828,blue,NA1_3737712108
443,26887,335,72,30351,22306,311,68,26893,25,7,1,0,0,0,1,0,0,14,12,7,23,2,0,0,0,0,0,1,0,7,5,14,1609798942945,blue,NA1_3731079761
444,25589,321,84,27193,26744,366,88,27917,23,7,0,0,1,0,0,0,0,11,21,9,26,4,0,1,0,0,2,1,0,9,2,11,1611454126496,red,NA1_3756937560
445,30072,344,79,31309,22396,304,72,26388,20,8,1,0,0,0,2,1,0,16,18,7,31,2,0,0,0,0,0,0,0,7,7,16,1611432546725,blue,NA1_3756534186
446,29014,333,96,30039,24219,303,63,29558,26,4,1,0,0,1,0,0,0,16,12,9,24,1,0,0,0,0,0,0,0,9,10,16,1610578638712,red,NA1_3742638531
447,26555,302,96,30033,26003,278,92,28810,21,10,0,1,0,1,0,0,0,13,10,13,28,5,0,0,0,0,0,0,0,13,14,13,1613251459938,blue,NA1_3786675743
448,31587,321,80,32117,23457,273,60,26966,22,7,1,0,1,0,2,1,0,20,21,8,20,2,0,0,0,0,0,0,0,8,14,20,1613326693525,blue,NA1_3787802356
449,22989,292,84,25531,26619,296,96,27911,25,9,0,0,0,0,1,0,0,6,7,9,28,6,1,0,0,1,0,1,0,9,11,6,1613066470064,red,NA1_3783545503
450,28815,279,76,27139,23463,235,44,23296,31,4,1,0,0,0,0,0,0,18,25,11,18,4,0,0,0,0,0,0,0,11,15,18,1612914200016,blue,NA1_3781124873
451,24070,310,62,25670,24841,307,71,26509,15,7,0,1,0,0,0,0,0,11,11,10,29,5,0,0,0,0,0,1,0,10,11,11,1609385748092,blue,NA1_3725117598
452,26348,304,78,26778,25859,309,84,30018,26,7,0,1,0,0,1,0,0,12,12,14,25,7,0,0,1,0,0,1,0,14,13,12,1610241722765,red,NA1_3737675101
453,26041,327,72,28759,24987,325,104,28850,23,6,1,0,0,0,1,0,0,12,19,8,24,3,0,0,0,0,0,1,0,8,10,12,1609291810412,blue,NA1_3723856753
454,31489,355,81,29904,23039,253,84,26013,25,5,0,0,1,1,2,1,0,18,17,9,21,3,0,0,0,0,0,0,0,9,15,18,1610136060874,blue,NA1_3735891164
455,26117,293,92,29215,29425,354,72,29798,17,2,0,0,0,0,0,0,0,14,12,17,18,3,0,1,0,1,2,0,0,17,13,14,1612202513488,red,NA1_3769422364
456,28590,347,88,31580,23025,324,68,27165,26,1,0,0,0,0,1,1,0,13,15,7,20,5,1,0,0,1,0,0,0,7,9,13,1610569891849,blue,NA1_3742554282
457,23798,283,60,26274,29950,311,66,29100,28,4,0,0,0,0,1,1,0,9,7,18,24,4,0,0,0,1,2,0,0,18,23,9,1609531857243,red,NA1_3727095574
458,25418,308,64,26584,23781,244,82,26844,22,6,0,1,0,0,0,0,0,15,19,11,26,2,0,0,0,0,0,0,0,11,13,15,1613454904020,red,NA1_3790025562
459,25154,314,72,28125,28330,329,87,31939,21,5,0,1,0,0,0,1,0,10,15,15,27,4,0,0,0,1,1,0,0,15,13,10,1613181398219,red,NA1_3785405344
460,27039,358,92,30930,24293,311,80,30013,23,4,0,0,1,1,1,1,0,10,16,10,21,4,0,0,0,0,0,0,0,10,11,10,1613155871528,blue,NA1_3785042735
461,26305,275,62,26898,28706,315,85,29315,28,2,0,0,0,0,1,0,0,11,13,18,28,6,0,0,0,1,2,1,0,18,20,11,1611455888873,red,NA1_3757023733
462,24812,321,72,28015,29114,340,84,31440,29,8,0,1,1,0,0,0,0,11,8,13,22,5,0,0,0,0,2,0,0,13,11,11,1613269529859,red,NA1_3786986985
463,27066,283,76,27746,27132,342,54,28858,24,6,1,0,0,0,0,0,0,14,13,15,28,6,0,0,0,0,0,0,0,15,13,14,1612994545487,blue,NA1_3782562807
464,29920,342,72,31641,24039,279,104,27694,25,6,0,0,1,0,0,0,0,19,16,9,28,7,0,0,0,1,0,1,0,9,8,19,1612378687492,blue,NA1_3772296971
465,27222,304,69,28184,29161,303,88,30221,26,8,0,0,0,0,0,0,0,16,15,19,31,7,0,1,0,1,0,1,0,19,18,16,1609554164012,red,NA1_3727462591
466,27005,325,104,29317,23180,345,64,26322,28,6,0,1,0,1,0,1,0,12,15,6,23,8,0,0,0,0,0,0,0,6,9,12,1612581044125,blue,NA1_3775575779
467,26042,294,76,27827,23853,252,64,25990,27,3,0,0,0,0,2,1,0,12,18,10,32,4,0,0,1,1,0,0,0,10,12,12,1613460589302,blue,NA1_3790128724
468,29185,333,88,31287,25570,280,100,29128,20,2,1,0,1,0,2,0,0,18,18,11,18,1,0,0,0,0,1,1,0,11,9,18,1613183511413,blue,NA1_3785471601
469,21746,295,97,27147,28177,346,88,30424,28,7,0,0,1,0,0,0,0,5,7,12,27,7,0,0,0,1,2,0,0,12,18,5,1612891850082,red,NA1_3780880671
470,23774,310,82,28643,26236,337,87,29649,28,8,0,0,0,1,0,0,0,8,12,11,24,9,0,0,0,0,0,0,0,11,12,8,1610304047011,red,NA1_3738508618
471,26743,334,82,29515,28352,267,96,29353,21,4,0,0,0,0,0,1,0,10,10,16,27,3,1,0,0,1,1,0,0,16,18,10,1612376374097,red,NA1_3772323159
472,22343,249,66,23108,27342,265,105,28791,25,6,1,0,0,0,0,0,0,6,11,14,25,5,0,0,0,0,0,1,0,14,14,6,1609448170345,red,NA1_3726136418
473,23436,280,52,26437,27673,329,83,30257,17,4,0,0,0,0,0,1,0,10,15,15,25,2,0,1,0,0,1,0,0,15,16,10,1612204710546,red,NA1_3769435463
474,28007,344,79,30303,24978,320,60,26938,26,9,0,0,0,0,0,0,0,14,13,12,28,5,1,0,0,0,0,0,0,12,10,14,1609381476351,red,NA1_3725101784
475,29462,358,96,29849,23660,337,80,27973,24,7,0,0,1,1,3,1,0,12,13,7,24,5,0,0,0,0,0,0,0,7,4,12,1612980287092,blue,NA1_3782356747
476,26839,298,79,27695,29140,285,67,29510,22,5,0,0,1,0,0,0,0,16,12,20,21,2,0,0,0,1,1,1,0,20,20,16,1610568166634,red,NA1_3742539636
477,25343,342,80,29059,27133,304,85,30095,28,5,0,1,0,0,1,1,0,9,5,13,22,7,0,0,0,1,1,0,0,13,11,9,1613324267172,red,NA1_3787756509
478,31385,283,64,29317,28917,315,64,29326,30,4,0,0,0,1,2,0,0,23,20,19,20,1,0,0,0,0,1,0,0,19,6,23,1610490005662,red,NA1_3741317086
479,29826,321,68,29408,30439,280,87,31216,28,6,0,1,0,1,0,0,0,21,25,20,23,1,0,0,0,0,1,1,0,20,26,21,1610072561653,red,NA1_3734874898
480,22374,356,60,27203,21916,270,80,29085,23,9,0,0,0,1,0,0,0,5,8,7,24,5,0,0,1,0,0,0,0,7,7,5,1609402855155,red,NA1_3725533753
481,24721,314,97,28784,28188,319,76,28323,28,8,0,0,0,0,0,0,0,9,12,14,30,7,0,1,1,0,2,1,0,14,15,9,1609383294317,red,NA1_3725140634
482,27604,241,64,27143,27700,277,63,28439,22,4,0,0,0,0,0,1,0,20,27,19,24,4,1,0,0,1,0,0,0,19,21,20,1609625359856,red,NA1_3728567683
483,24850,298,82,29051,23659,299,63,26639,20,7,0,1,0,0,0,0,0,10,12,9,27,1,0,0,0,0,0,0,0,9,11,10,1610139774016,red,NA1_3735906199
484,25402,334,75,29015,26346,289,120,29484,27,4,0,0,0,0,0,0,0,11,14,9,33,5,1,0,1,0,1,1,0,9,8,11,1612472001778,red,NA1_3773537320
485,23836,378,88,29084,25503,358,94,29787,23,4,0,0,0,1,0,1,0,4,4,7,19,5,0,1,0,0,0,0,0,7,7,4,1609535505498,blue,NA1_3727152421
486,29394,282,92,29403,21975,306,77,25612,30,10,0,0,0,1,2,1,0,17,21,4,29,3,0,1,0,0,0,0,0,4,5,17,1609289776455,blue,NA1_3723842357
487,29939,344,80,30341,28816,300,91,29831,22,1,0,1,1,0,2,1,0,15,16,16,19,4,0,0,0,0,2,0,0,16,18,15,1612474075689,blue,NA1_3773570892
488,29763,343,88,30758,21760,272,95,26781,27,7,0,0,0,1,1,0,0,15,14,4,27,3,0,0,1,0,0,0,0,4,5,15,1612977305006,blue,NA1_3782315447
489,22160,312,81,28553,28427,323,80,29536,24,10,0,0,0,0,0,0,0,5,1,13,24,8,1,0,1,0,1,1,0,13,10,5,1610055364074,red,NA1_3734681677
490,26640,293,60,27547,24488,296,80,27299,28,4,0,0,0,0,1,1,0,10,14,10,23,5,0,0,1,1,0,0,0,10,11,10,1612373530820,blue,NA1_3772229195
491,29123,296,72,28718,26165,269,76,26657,24,6,1,0,0,0,1,1,0,17,25,15,23,3,0,0,0,1,0,0,0,15,17,17,1613440738564,red,NA1_3789676596
492,26237,266,64,26910,28065,310,99,30316,22,7,0,0,0,0,0,1,0,15,12,17,24,3,1,1,0,0,0,0,0,17,16,15,1613355504286,red,NA1_3788207576
493,32105,331,99,29642,25268,263,71,27891,21,11,1,0,0,1,2,1,0,18,29,13,28,6,0,0,0,0,0,0,0,13,17,18,1611343207968,blue,NA1_3754901434
494,25408,332,93,29703,24165,309,88,27851,22,4,0,0,0,0,1,1,0,10,7,8,18,2,0,0,1,0,1,0,0,8,8,10,1609628192500,blue,NA1_3728623700
495,25051,307,63,28256,25694,309,79,29002,21,1,0,0,0,0,0,0,0,12,16,14,17,2,1,0,0,1,1,1,0,14,5,12,1608686463369,red,NA1_3715493140
496,31243,313,76,32779,23849,255,48,27943,24,10,1,0,0,0,2,1,0,22,23,10,23,2,0,1,0,0,1,0,0,10,8,22,1608153940039,blue,NA1_3707711885
497,28484,323,70,29547,28783,299,62,27261,27,6,0,0,0,0,0,0,0,15,12,19,27,5,0,0,1,1,0,1,0,19,20,15,1608174268367,red,NA1_3707976421
498,24224,238,58,24860,27595,330,57,28728,21,10,0,0,0,1,0,0,0,16,19,16,28,8,0,0,1,0,1,1,0,16,18,16,1607718933261,red,NA1_3701178268
499,25906,314,93,31709,22124,328,58,25541,29,4,0,1,0,0,0,0,0,13,15,7,18,3,0,0,0,0,0,0,0,7,3,13,1608075676512,blue,NA1_3706434755
500,24429,296,72,26958,24810,310,68,27657,22,5,0,1,1,0,0,0,0,12,19,7,26,6,0,0,0,0,1,1,0,7,11,12,1609013865870,blue,NA1_3719934553
501,27976,290,68,28289,21839,248,84,25901,27,7,0,0,0,1,1,1,0,18,18,7,22,2,0,0,0,0,0,0,0,7,5,18,1607814699260,blue,NA1_3702833498
502,25052,293,44,28022,24996,312,116,29399,27,2,0,0,0,0,0,0,0,15,19,8,20,4,1,1,0,0,0,0,0,8,8,15,1608324304378,blue,NA1_3710126917
503,26379,304,94,30024,24084,249,79,25269,21,3,0,0,1,1,0,1,0,15,8,12,27,6,0,0,0,0,0,0,0,12,14,15,1607642247472,blue,NA1_3699928159
504,27544,290,77,29961,27470,300,50,26861,28,4,0,0,0,0,0,0,0,17,14,17,26,2,0,0,0,0,1,0,0,17,14,17,1608510032053,blue,NA1_3712776969
505,26925,312,66,27864,25625,312,56,28369,25,4,1,0,0,0,1,1,0,12,13,14,22,3,0,0,1,0,0,0,0,14,18,12,1608322063290,blue,NA1_3710093697
506,24893,292,69,27871,26313,320,86,28967,21,5,0,0,0,0,0,1,0,12,12,10,21,3,0,1,0,0,1,0,0,10,8,12,1608073018335,red,NA1_3706369596
507,26473,301,64,28833,24627,298,87,29090,20,2,1,0,0,0,1,0,0,16,13,9,17,2,0,0,0,0,1,1,0,9,4,16,1607640398099,blue,NA1_3699963367
508,22252,256,64,24553,24496,284,84,28902,19,5,0,0,1,0,0,1,0,9,11,10,25,5,0,1,0,0,0,0,0,10,9,9,1608592139946,red,NA1_3714083592
509,28187,322,73,27802,29894,336,66,28922,23,6,0,0,0,0,2,1,0,14,15,16,22,5,1,0,0,1,1,0,0,16,18,14,1607976361269,red,NA1_3705189495
510,32271,292,106,34833,24670,252,89,26861,24,4,1,0,0,1,2,1,0,23,16,13,25,5,0,0,0,0,0,0,0,13,9,23,1608262738585,blue,NA1_3709428904
511,22126,294,54,26691,25566,334,76,28678,22,4,0,0,0,0,0,0,0,7,7,11,20,7,0,0,1,0,0,1,0,11,13,7,1607635233596,red,NA1_3699854338
512,26776,283,88,30018,20558,267,84,25200,20,3,0,0,0,0,1,1,0,13,17,3,27,2,0,0,1,1,0,0,0,3,5,13,1608070916812,blue,NA1_3706375981
513,30683,290,77,30072,25537,302,72,27826,26,6,1,0,0,0,2,0,0,18,28,13,21,5,0,0,1,0,0,0,0,13,11,18,1608868229578,blue,NA1_3718102422
514,25814,339,73,27297,27864,308,77,31779,27,5,0,0,1,0,0,0,0,13,14,17,26,6,0,0,0,0,1,0,0,17,6,13,1608782970933,blue,NA1_3716779863
515,24989,327,88,29096,28261,323,88,30281,21,5,0,0,1,0,0,0,0,9,8,14,26,4,0,0,0,0,1,1,0,14,14,9,1608675082013,blue,NA1_3715190229
516,30258,336,108,31242,23659,321,79,27787,26,8,1,0,1,0,3,1,0,14,10,9,20,1,0,0,0,0,0,0,0,9,6,14,1608507925746,blue,NA1_3712734331
517,27784,267,76,29253,26401,263,78,28304,23,1,1,0,0,0,0,0,0,17,23,12,27,3,0,0,0,0,2,1,0,12,15,17,1608260593566,red,NA1_3709423677
518,27336,286,59,28659,25611,304,62,27563,19,2,0,0,0,0,1,1,0,15,19,10,23,3,1,0,0,1,1,0,0,10,13,15,1607812001333,blue,NA1_3702745768
519,27650,284,64,29943,26279,307,88,27082,24,4,0,0,0,1,0,0,0,15,19,13,21,3,0,0,1,0,0,1,0,13,15,15,1607979406219,red,NA1_3705282806
520,33676,320,80,30730,27890,296,58,27491,19,2,1,1,0,0,2,1,0,28,24,17,18,3,0,0,0,0,1,0,0,17,13,28,1607637791757,blue,NA1_3699888582
521,27829,344,88,29374,26097,326,90,29286,24,7,0,0,0,1,1,0,0,14,14,8,19,7,0,0,0,0,2,1,0,8,7,14,1608239750367,blue,NA1_3708807287
522,23455,307,92,28035,25266,348,75,29585,24,4,1,0,0,0,1,0,0,5,6,10,12,2,0,0,0,0,1,1,0,10,6,5,1607715637138,blue,NA1_3701172641
523,27289,293,66,26868,23260,251,71,23502,25,5,0,0,0,0,0,0,0,18,25,9,25,5,0,0,1,0,0,0,0,9,15,18,1608264943826,blue,NA1_3709448144
524,23140,345,70,26423,26794,335,76,28919,25,2,0,0,0,0,0,0,0,8,10,13,37,6,1,0,1,0,1,0,0,13,29,8,1607817857683,red,NA1_3702848713
525,25722,261,92,26541,28548,306,63,30670,23,2,0,0,0,0,0,0,0,15,16,20,26,3,0,0,0,1,0,0,0,20,19,15,1608593915778,red,NA1_3714077269
526,23333,277,72,25221,26181,307,72,28625,22,4,0,0,0,0,0,0,0,8,14,14,25,3,0,0,1,1,0,0,0,14,16,8,1608780266430,red,NA1_3716722521
527,25063,317,68,28475,27431,319,82,31265,20,2,0,0,0,0,0,1,0,10,13,16,16,4,0,0,1,0,0,0,0,16,18,10,1608866853173,red,NA1_3718037349
528,22062,321,68,26074,24184,339,64,27899,25,8,1,0,1,0,0,1,0,5,7,9,32,6,0,0,0,0,1,0,0,9,4,5,1608778345056,red,NA1_3716687701
529,26836,316,83,28206,25116,291,115,29449,24,5,0,0,0,0,1,1,0,10,12,9,26,7,1,0,1,0,0,0,0,9,11,10,1608677415432,red,NA1_3715194013
530,26801,339,126,30510,23763,264,92,27840,31,7,1,0,1,0,0,0,0,8,11,6,24,4,0,0,0,0,1,1,0,6,8,8,1608766618771,blue,NA1_3716530037
531,27937,280,70,27399,26925,317,92,28889,26,6,1,0,0,0,2,0,0,13,10,14,21,3,0,0,0,0,1,0,0,14,11,13,1608768262165,blue,NA1_3716562771
532,22510,290,68,26815,28766,306,100,30635,25,5,0,0,0,0,0,1,0,5,6,16,25,2,0,1,0,1,1,0,0,16,19,5,1607645072727,red,NA1_3700033040
533,28060,308,44,27869,27064,276,88,29388,20,3,0,0,0,0,2,0,0,17,21,14,22,3,0,1,1,0,1,1,0,14,9,17,1608319794361,red,NA1_3710080625
534,26975,260,80,26835,31228,334,56,29507,25,1,1,0,1,0,0,0,0,15,20,20,23,1,0,0,0,0,3,1,0,20,14,15,1607896984044,red,NA1_3703922698
535,24696,263,59,23498,29168,318,77,29561,18,1,0,0,0,0,1,0,0,9,10,22,16,6,0,1,1,0,0,1,0,22,24,9,1607894946152,red,NA1_3703887729
