blue_gold,blue_cs,blue_jg,blue_xp,red_gold,red_cs,red_jg,red_xp,blue_wards_placed,blue_wards_destroyed,blue_air_dragons,blue_fire_dragons,blue_earth_dragons,blue_water_dragons,blue_turrets_destroyed,blue_rift_heralds,blue_inhibitors_destroyed,blue_kills,blue_assists,blue_deaths,red_wards_placed,red_wards_destroyed,red_air_dragons,red_fire_dragons,red_earth_dragons,red_water_dragons,red_turrets_destroyed,red_rift_heralds,red_inhibitors_destroyed,red_kills,red_assists,red_deaths,unix_date,winner,match_id
34201,305,80,32085,22667,232,56,25535,20,3,0,1,0,0,3,1,0,31,38,10,15,0,0,0,0,0,0,0,0,10,10,31,1617947508687,blue,NA1_3859489148
24753,297,63,28305,28021,366,74,31985,28,4,0,0,0,0,1,1,0,9,6,15,22,6,1,0,1,0,0,0,0,15,13,9,1618125861695,blue,NA1_3862214746
28980,343,92,30524,28051,340,84,30336,30,6,0,0,0,0,0,1,0,14,13,11,32,8,0,0,1,1,1,0,0,11,10,14,1618659881364,blue,NA1_3870345974
26946,384,111,29641,22346,263,82,27036,25,11,0,0,0,0,2,1,0,7,8,7,25,5,0,0,1,1,0,0,0,7,5,7,1618481287875,blue,NA1_3867461225
25844,314,57,27015,30163,387,97,31224,24,3,0,0,0,0,0,1,0,12,18,14,22,3,1,0,0,1,2,0,0,14,16,12,1618661606746,red,NA1_3870387245
27022,328,88,31045,26184,289,75,29782,21,6,1,0,0,0,0,0,0,12,8,11,18,4,0,1,0,0,1,0,0,11,11,12,1617954246387,blue,NA1_3859651999
27604,302,93,31365,25808,323,80,27384,25,5,0,0,1,1,0,0,0,16,13,11,20,6,0,0,0,0,1,1,0,11,6,16,1618804220666,blue,NA1_3872851382
26784,299,76,28182,30445,295,60,28459,32,3,1,0,0,0,1,1,0,15,12,19,21,3,0,0,0,0,2,0,0,19,15,15,1618045992664,red,NA1_3860902055
26659,353,103,29143,28598,358,80,31849,24,7,0,0,0,0,0,1,0,9,7,16,23,7,0,0,0,1,0,0,0,16,24,9,1618489689291,blue,NA1_3867467894
24213,336,80,26643,29209,362,91,31376,22,6,0,0,0,0,0,0,0,8,11,15,29,8,0,1,0,1,2,1,0,15,16,8,1618851469916,red,NA1_3873352333
28638,335,78,29581,27704,348,104,30049,30,5,0,1,0,0,0,0,0,16,22,14,23,9,0,0,0,1,0,0,0,14,9,16,1618654946351,red,NA1_3870331579
25602,309,71,28614,28856,382,68,30498,34,6,0,0,0,0,0,0,0,11,16,14,28,13,1,0,0,1,1,1,0,14,10,11,1618135821341,red,NA1_3862349882
26373,346,91,29082,23456,355,74,27628,28,7,0,0,1,0,1,1,0,10,7,6,23,6,0,0,0,0,0,0,0,6,4,10,1617873123740,blue,NA1_3858383645
27125,334,85,30123,28694,313,128,31524,29,5,1,0,1,0,0,0,0,14,21,15,25,6,0,0,0,0,1,0,0,15,17,14,1617670013939,red,NA1_3855295154
25753,278,74,27293,28746,330,105,31792,21,3,0,0,0,0,1,1,0,12,14,16,19,6,0,0,0,1,1,0,0,16,5,12,1617768840110,blue,NA1_3856807627
33772,351,90,31250,21990,222,71,23275,23,6,1,1,0,0,4,1,0,20,24,10,29,5,0,0,0,0,0,0,0,10,11,20,1617683051486,blue,NA1_3855645663
25731,305,61,29352,27046,308,91,30785,28,8,1,0,0,1,1,1,0,11,8,12,26,7,0,0,0,0,0,0,0,12,9,11,1617550180546,red,NA1_3853542347
27339,312,77,27398,26766,330,88,27791,29,9,0,0,0,0,1,0,0,13,18,12,25,5,0,0,1,1,1,2,0,12,13,13,1617521281977,blue,NA1_3853229603
25454,328,75,28969,29495,356,104,32029,22,3,0,0,0,0,1,1,0,10,10,15,21,4,1,0,0,0,0,0,0,15,16,10,1617841459634,red,NA1_3857814277
25317,300,84,28250,27350,291,99,27326,26,7,1,0,0,0,0,1,0,10,22,10,28,9,0,0,0,1,1,0,0,10,12,10,1617535075624,blue,NA1_3853358216
26796,281,99,31533,29372,285,64,29022,20,4,0,1,0,0,0,0,0,15,7,20,21,3,0,0,1,0,0,1,0,20,16,15,1617866935896,red,NA1_3858322602
28950,383,88,31344,26043,378,76,30754,26,6,1,0,0,0,2,1,0,11,12,11,26,5,0,0,0,0,0,0,0,11,14,11,1617537812870,blue,NA1_3853440298
27186,275,64,29084,25969,314,84,29152,24,2,0,0,0,0,1,0,0,16,19,12,17,0,0,0,0,1,1,1,0,12,4,16,1617545103219,red,NA1_3853475607
25176,339,96,30291,25012,318,63,28177,23,7,0,1,0,0,0,0,0,12,19,8,27,3,0,0,1,0,0,1,0,8,8,12,1617409339540,red,NA1_3851275676
26227,346,84,28455,24197,343,79,27123,24,7,0,0,0,1,1,1,0,9,6,7,27,6,1,0,0,0,0,0,0,7,11,9,1617547695860,red,NA1_3853500746
26919,367,69,28817,26329,375,107,30783,25,3,0,0,0,1,2,0,0,9,13,9,24,3,0,1,0,0,0,1,0,9,14,9,1617540854435,blue,NA1_3853471331
29207,329,80,31079,25122,321,88,28780,28,7,0,0,1,0,2,0,0,16,22,10,21,10,0,0,0,1,0,0,0,10,5,16,1617687827771,red,NA1_3855695807
31896,342,71,29667,24054,241,96,25146,30,6,0,0,0,1,2,1,0,19,27,12,21,3,0,0,0,0,0,0,0,12,11,19,1617352256798,blue,NA1_3850568397
23834,339,93,27681,27122,336,87,30377,31,6,0,0,0,0,1,1,0,3,3,13,17,4,1,0,1,0,1,0,0,13,17,3,1617444794485,red,NA1_3851976352
28823,394,99,31489,24248,371,83,29157,23,9,0,1,0,1,2,0,0,13,8,7,28,7,0,0,0,0,0,0,0,7,9,13,1617887193759,blue,NA1_3858437757
28597,390,76,30595,27217,355,78,29010,27,4,0,0,0,0,2,1,0,13,10,13,21,5,1,1,0,0,0,0,0,13,12,13,1617691511840,red,NA1_3855766510
27564,335,79,29810,26890,346,74,29707,27,7,0,0,0,0,1,0,0,12,9,11,24,6,1,0,0,0,0,0,0,11,13,12,1617531073938,blue,NA1_3853344696
29542,355,104,33621,19956,296,60,23543,23,3,0,0,1,1,1,1,0,16,16,2,29,2,0,0,0,0,0,0,0,2,1,16,1617429858651,blue,NA1_3851790244
27619,400,99,32825,21456,295,104,26107,21,7,1,0,0,1,1,0,0,12,11,3,22,2,0,0,0,0,0,1,0,3,6,12,1617395851571,blue,NA1_3851027587
30803,326,97,31819,25332,303,82,28232,27,9,0,1,0,1,1,1,0,19,14,11,25,6,0,0,0,0,0,0,0,11,12,19,1617704827103,blue,NA1_3855905581
27246,307,94,30202,27927,328,97,29585,23,5,0,0,0,0,1,1,0,13,10,14,27,6,0,1,0,1,1,0,0,14,20,13,1617425274870,blue,NA1_3851652400
27627,313,105,29400,28452,330,72,29672,22,4,0,0,0,0,0,1,0,12,11,15,26,5,0,1,1,0,2,0,0,15,17,12,1617659029972,blue,NA1_3855109720
28749,310,82,31717,23940,334,82,29730,21,4,0,0,1,0,1,1,0,18,21,10,21,3,0,0,0,0,0,0,0,10,2,18,1617348571145,blue,NA1_3850601057
26945,385,91,31233,24174,386,92,30083,26,7,0,0,0,0,1,1,0,7,10,8,25,4,0,0,1,0,0,0,0,8,5,7,1617838613658,blue,NA1_3857689241
24319,360,120,27627,26206,332,72,29116,25,6,0,0,0,0,1,0,0,3,3,12,26,8,0,1,0,1,1,0,0,12,15,3,1617442549618,red,NA1_3851974407
31520,313,112,32170,25054,326,84,27178,28,6,0,1,0,1,2,1,0,21,22,9,25,7,0,0,0,0,0,0,0,9,8,21,1617355812701,blue,NA1_3850672780
25471,369,95,30625,25145,396,88,29884,27,4,0,0,1,0,0,1,0,8,10,7,21,9,0,0,0,1,0,0,0,7,11,8,1617524296845,blue,NA1_3853312856
29854,260,92,30218,27657,288,63,29102,22,2,0,0,0,0,0,1,0,21,17,16,23,4,0,0,1,0,0,0,0,16,9,21,1617943339872,blue,NA1_3859373457
26208,333,88,29017,30697,328,90,31494,24,5,0,1,0,0,0,0,0,10,9,18,22,5,0,0,1,0,1,0,0,18,19,10,1617542788031,blue,NA1_3853415633
29554,342,80,29926,25262,349,79,26919,25,5,0,0,0,0,2,1,0,14,15,9,22,5,0,0,1,1,0,0,0,9,13,14,1617526364455,blue,NA1_3853268927
26806,303,76,27033,27320,310,60,29880,17,2,0,0,1,0,0,1,0,14,15,17,24,4,0,0,0,0,0,0,0,17,14,14,1617766153095,blue,NA1_3856780874
28583,256,61,27506,27415,230,33,26823,26,5,0,0,0,0,1,1,0,20,19,22,24,4,1,0,0,0,0,0,0,22,26,20,1617771052105,red,NA1_3856905333
